ticker,company_name,market,sector,industry,internal_category,financial_type,notes,company_name_jpx,market_jpx,sector_jpx,company_name_yf,market_yf,sector_yf,industry_yf,quote_type,currency,country,website,yf_fetch_status
1813.T,Fudo Tetra Corporation,Prime,Industrials,Engineering & Construction,non_financial,non_financial,,不動テトラ,Prime,,Fudo Tetra Corporation,JPX,Industrials,Engineering & Construction,EQUITY,JPY,Japan,https://www.fudotetra.co.jp,ok
1814.T,"Daisue Construction Co., Ltd.",Prime,Real Estate,Real Estate - Development,non_financial,non_financial,,大末建設,Prime,,"Daisue Construction Co., Ltd.",JPX,Real Estate,Real Estate - Development,EQUITY,JPY,Japan,https://www.daisue.co.jp,ok
1815.T,Tekken Corporation,Prime,Industrials,Engineering & Construction,non_financial,non_financial,,鉄建建設,Prime,,Tekken Corporation,JPX,Industrials,Engineering & Construction,EQUITY,JPY,Japan,https://www.tekken.co.jp,ok
1820.T,"Nishimatsu Construction Co., Ltd.",Prime,Industrials,Engineering & Construction,non_financial,non_financial,,西松建設,Prime,,"Nishimatsu Construction Co., Ltd.",JPX,Industrials,Engineering & Construction,EQUITY,JPY,Japan,https://www.nishimatsu.co.jp,ok
1833.T,Okumura Corporation,Prime,Industrials,Engineering & Construction,non_financial,non_financial,,奥村組,Prime,,Okumura Corporation,JPX,Industrials,Engineering & Construction,EQUITY,JPY,Japan,https://www.okumuragumi.co.jp,ok
1835.T,"Totetsu Kogyo Co., Ltd.",Prime,Industrials,Engineering & Construction,non_financial,non_financial,,東鉄工業,Prime,,"Totetsu Kogyo Co., Ltd.",JPX,Industrials,Engineering & Construction,EQUITY,JPY,Japan,https://www.totetsu.co.jp,ok
1852.T,Asanuma Corporation,Prime,Industrials,Engineering & Construction,non_financial,non_financial,,淺沼組,Prime,,Asanuma Corporation,JPX,Industrials,Engineering & Construction,EQUITY,JPY,Japan,https://www.asanuma.co.jp,ok
1860.T,Toda Corporation,Prime,Industrials,Engineering & Construction,non_financial,non_financial,,戸田建設,Prime,,Toda Corporation,JPX,Industrials,Engineering & Construction,EQUITY,JPY,Japan,https://www.toda.co.jp,ok
1861.T,"Kumagai Gumi Co.,Ltd.",Prime,Industrials,Engineering & Construction,non_financial,non_financial,,熊谷組,Prime,,"Kumagai Gumi Co.,Ltd.",JPX,Industrials,Engineering & Construction,EQUITY,JPY,Japan,https://www.kumagaigumi.co.jp,ok
1870.T,"Yahagi Construction Co.,Ltd.",Prime,Industrials,Engineering & Construction,non_financial,non_financial,,矢作建設工業,Prime,,"Yahagi Construction Co.,Ltd.",JPX,Industrials,Engineering & Construction,EQUITY,JPY,Japan,https://www.yahagi.co.jp,ok
1871.T,"PS Construction Co., Ltd.",Prime,Industrials,Engineering & Construction,non_financial,non_financial,,ピーエス・コンストラクション,Prime,,"PS Construction Co., Ltd.",JPX,Industrials,Engineering & Construction,EQUITY,JPY,Japan,https://www.psc.co.jp,ok
1873.T,"Nihon House Holdings Co., Ltd.",Prime,Consumer Cyclical,Residential Construction,non_financial,non_financial,,日本ハウスホールディングス,Prime,,"Nihon House Holdings Co., Ltd.",JPX,Consumer Cyclical,Residential Construction,EQUITY,JPY,Japan,https://www.nihonhouse-hd.co.jp,ok
1878.T,"Daito Trust Construction Co.,Ltd.",Prime,Real Estate,Real Estate - Diversified,non_financial,non_financial,,大東建託,Prime,,"Daito Trust Construction Co.,Ltd.",JPX,Real Estate,Real Estate - Diversified,EQUITY,JPY,Japan,https://www.kentaku.co.jp,ok
1879.T,Shinnihon Corporation,Prime,Industrials,Engineering & Construction,non_financial,non_financial,,新日本建設,Prime,,Shinnihon Corporation,JPX,Industrials,Engineering & Construction,EQUITY,JPY,Japan,https://www.shinnihon-c.co.jp,ok
1882.T,Toa Road Corporation,Prime,Industrials,Engineering & Construction,non_financial,non_financial,,東亜道路工業,Prime,,Toa Road Corporation,JPX,Industrials,Engineering & Construction,EQUITY,JPY,Japan,https://www.toadoro.co.jp,ok
1885.T,TOA Corporation,Prime,Industrials,Engineering & Construction,non_financial,non_financial,,東亜建設工業,Prime,,TOA Corporation,JPX,Industrials,Engineering & Construction,EQUITY,JPY,Japan,https://www.toa-const.co.jp,ok
1887.T,JDC Corporation,Prime,Industrials,Engineering & Construction,non_financial,non_financial,,日本国土開発,Prime,,JDC Corporation,JPX,Industrials,Engineering & Construction,EQUITY,JPY,Japan,https://www.n-kokudo.co.jp,ok
1888.T,"Wakachiku Construction Co., Ltd.",Prime,Industrials,Engineering & Construction,non_financial,non_financial,,若築建設,Prime,,"Wakachiku Construction Co., Ltd.",JPX,Industrials,Engineering & Construction,EQUITY,JPY,Japan,https://www.wakachiku.co.jp,ok
1893.T,"Penta-Ocean Construction Co., Ltd.",Prime,Industrials,Engineering & Construction,non_financial,non_financial,,五洋建設,Prime,,"Penta-Ocean Construction Co., Ltd.",JPX,Industrials,Engineering & Construction,EQUITY,JPY,Japan,https://www.penta-ocean.co.jp,ok
1898.T,"Seikitokyu Kogyo Co., Ltd.",Prime,Industrials,Engineering & Construction,non_financial,non_financial,,世紀東急工業,Prime,,"Seikitokyu Kogyo Co., Ltd.",JPX,Industrials,Engineering & Construction,EQUITY,JPY,Japan,https://www.seikitokyu.co.jp,ok
1899.T,Fukuda Corporation,Prime,Industrials,Engineering & Construction,non_financial,non_financial,,福田組,Prime,,Fukuda Corporation,JPX,Industrials,Engineering & Construction,EQUITY,JPY,Japan,https://www.fkd.co.jp,ok
1911.T,"Sumitomo Forestry Co., Ltd.",Prime,Consumer Cyclical,Residential Construction,non_financial,non_financial,,住友林業,Prime,,"Sumitomo Forestry Co., Ltd.",JPX,Consumer Cyclical,Residential Construction,EQUITY,JPY,Japan,https://sfc.jp,ok
1925.T,"Daiwa House Industry Co., Ltd.",Prime,Real Estate,Real Estate - Development,non_financial,non_financial,,大和ハウス工業,Prime,,"Daiwa House Industry Co., Ltd.",JPX,Real Estate,Real Estate - Development,EQUITY,JPY,Japan,https://www.daiwahouse.co.jp,ok
1926.T,"Raito Kogyo Co., Ltd.",Prime,Industrials,Engineering & Construction,non_financial,non_financial,,ライト工業,Prime,,"Raito Kogyo Co., Ltd.",JPX,Industrials,Engineering & Construction,EQUITY,JPY,Japan,https://www.raito.co.jp,ok
1928.T,"Sekisui House, Ltd.",Prime,Consumer Cyclical,Residential Construction,non_financial,non_financial,,積水ハウス,Prime,,"Sekisui House, Ltd.",JPX,Consumer Cyclical,Residential Construction,EQUITY,JPY,Japan,https://www.sekisuihouse.co.jp,ok
1929.T,"Nittoc Construction Co., Ltd.",Prime,Industrials,Engineering & Construction,non_financial,non_financial,,日特建設,Prime,,"Nittoc Construction Co., Ltd.",JPX,Industrials,Engineering & Construction,EQUITY,JPY,Japan,https://www.nittoc.co.jp,ok
1930.T,"Hokuriku Electrical Construction Co.,Ltd.",Prime,Industrials,Engineering & Construction,non_financial,non_financial,,北陸電気工事,Prime,,"Hokuriku Electrical Construction Co.,Ltd.",JPX,Industrials,Engineering & Construction,EQUITY,JPY,Japan,https://www.rikudenko.co.jp,ok
1934.T,Yurtec Corporation,Prime,Industrials,Engineering & Construction,non_financial,non_financial,,ユアテック,Prime,,Yurtec Corporation,JPX,Industrials,Engineering & Construction,EQUITY,JPY,Japan,https://www.yurtec.co.jp,ok
1938.T,"Nippon Rietec Co.,Ltd.",Prime,Industrials,Engineering & Construction,non_financial,non_financial,,日本リーテック,Prime,,"Nippon Rietec Co.,Ltd.",JPX,Industrials,Engineering & Construction,EQUITY,JPY,Japan,https://www.j-rietec.co.jp,ok
1939.T,Yondenko Corporation,Prime,Industrials,Engineering & Construction,non_financial,non_financial,,四電工,Prime,,Yondenko Corporation,JPX,Industrials,Engineering & Construction,EQUITY,JPY,Japan,https://www.yondenko.co.jp,ok
1941.T,Chudenko Corporation,Prime,Industrials,Engineering & Construction,non_financial,non_financial,,中電工,Prime,,Chudenko Corporation,JPX,Industrials,Engineering & Construction,EQUITY,JPY,Japan,https://www.chudenko.co.jp,ok
1942.T,"Kandenko Co.,Ltd.",Prime,Industrials,Engineering & Construction,non_financial,non_financial,,関電工,Prime,,"Kandenko Co.,Ltd.",JPX,Industrials,Engineering & Construction,EQUITY,JPY,Japan,https://www.kandenko.co.jp,ok
1944.T,Kinden Corporation,Prime,Industrials,Engineering & Construction,non_financial,non_financial,,きんでん,Prime,,Kinden Corporation,JPX,Industrials,Engineering & Construction,EQUITY,JPY,Japan,https://www.kinden.co.jp,ok
1945.T,Tokyo Energy & Systems Inc.,Prime,Industrials,Engineering & Construction,non_financial,non_financial,,東京エネシス,Prime,,Tokyo Energy & Systems Inc.,JPX,Industrials,Engineering & Construction,EQUITY,JPY,Japan,https://www.qtes.co.jp,ok
1946.T,Toenec Corporation,Prime,Industrials,Engineering & Construction,non_financial,non_financial,,トーエネック,Prime,,Toenec Corporation,JPX,Industrials,Engineering & Construction,EQUITY,JPY,Japan,https://www.toenec.co.jp,ok
1949.T,"Sumitomo Densetsu Co.,Ltd.",Prime,Industrials,Engineering & Construction,non_financial,non_financial,,住友電設,Prime,,"Sumitomo Densetsu Co.,Ltd.",JPX,Industrials,Engineering & Construction,EQUITY,JPY,Japan,https://www.sem.co.jp,ok
1950.T,"Nippon Densetsu Kogyo Co., Ltd.",Prime,Industrials,Infrastructure Operations,non_financial,non_financial,,日本電設工業,Prime,,"Nippon Densetsu Kogyo Co., Ltd.",JPX,Industrials,Infrastructure Operations,EQUITY,JPY,Japan,https://www.densetsuko.co.jp,ok
1951.T,"EXEO Group, Inc.",Prime,Industrials,Engineering & Construction,non_financial,non_financial,,エクシオグループ,Prime,,"EXEO Group, Inc.",JPX,Industrials,Engineering & Construction,EQUITY,JPY,Japan,https://www.exeo.co.jp,ok
1952.T,"Shin Nippon Air Technologies Co., Ltd.",Prime,Industrials,Building Products & Equipment,non_financial,non_financial,,新日本空調,Prime,,"Shin Nippon Air Technologies Co., Ltd.",JPX,Industrials,Building Products & Equipment,EQUITY,JPY,Japan,https://www.snk.co.jp,ok
1959.T,Kraftia Corporation,Prime,Industrials,Engineering & Construction,non_financial,non_financial,,クラフティア,Prime,,Kraftia Corporation,JPX,Industrials,Engineering & Construction,EQUITY,JPY,Japan,https://www.kraftia.co.jp,ok
1961.T,"Sanki Engineering Co., Ltd.",Prime,Industrials,Engineering & Construction,non_financial,non_financial,,三機工業,Prime,,"Sanki Engineering Co., Ltd.",JPX,Industrials,Engineering & Construction,EQUITY,JPY,Japan,https://www.sanki.co.jp,ok
1963.T,JGC Holdings Corporation,Prime,Industrials,Engineering & Construction,non_financial,non_financial,,日揮ホールディングス,Prime,,JGC Holdings Corporation,JPX,Industrials,Engineering & Construction,EQUITY,JPY,Japan,https://www.jgc.com,ok
1964.T,"Chugai Ro Co., Ltd.",Prime,Industrials,Specialty Industrial Machinery,non_financial,non_financial,,中外炉工業,Prime,,"Chugai Ro Co., Ltd.",JPX,Industrials,Specialty Industrial Machinery,EQUITY,JPY,Japan,https://chugai.co.jp,ok
1968.T,"Taihei Dengyo Kaisha, Ltd.",Prime,Industrials,Engineering & Construction,non_financial,non_financial,,太平電業,Prime,,"Taihei Dengyo Kaisha, Ltd.",JPX,Industrials,Engineering & Construction,EQUITY,JPY,Japan,https://www.taihei-dengyo.co.jp,ok
1969.T,"Takasago Thermal Engineering Co., Ltd.",Prime,Industrials,Building Products & Equipment,non_financial,non_financial,,高砂熱学工業,Prime,,"Takasago Thermal Engineering Co., Ltd.",JPX,Industrials,Building Products & Equipment,EQUITY,JPY,Japan,https://www.tte-net.com,ok
1975.T,"Asahi Kogyosha Co., Ltd.",Prime,Industrials,Engineering & Construction,non_financial,non_financial,,朝日工業社,Prime,,"Asahi Kogyosha Co., Ltd.",JPX,Industrials,Engineering & Construction,EQUITY,JPY,Japan,https://www.asahikogyosha.co.jp,ok
1976.T,"MEISEI INDUSTRIAL Co.,Ltd.",Prime,Industrials,Engineering & Construction,non_financial,non_financial,,明星工業,Prime,,"MEISEI INDUSTRIAL Co.,Ltd.",JPX,Industrials,Engineering & Construction,EQUITY,JPY,Japan,https://www.meisei-kogyo.co.jp,ok
1979.T,Taikisha Ltd.,Prime,Industrials,Building Products & Equipment,non_financial,non_financial,,大氣社,Prime,,Taikisha Ltd.,JPX,Industrials,Building Products & Equipment,EQUITY,JPY,Japan,https://www.taikisha-group.com,ok
1980.T,"Dai-Dan Co., Ltd.",Prime,Industrials,Specialty Industrial Machinery,non_financial,non_financial,,ダイダン,Prime,,"Dai-Dan Co., Ltd.",JPX,Industrials,Specialty Industrial Machinery,EQUITY,JPY,Japan,https://www.daidan.co.jp,ok
1982.T,"Hibiya Engineering, Ltd.",Prime,Industrials,Engineering & Construction,non_financial,non_financial,,日比谷総合設備,Prime,,"Hibiya Engineering, Ltd.",JPX,Industrials,Engineering & Construction,EQUITY,JPY,Japan,https://www.hibiya-eng.co.jp,ok
2001.T,Nippn Corporation,Prime,Consumer Defensive,Packaged Foods,non_financial,non_financial,,ニップン,Prime,,Nippn Corporation,JPX,Consumer Defensive,Packaged Foods,EQUITY,JPY,Japan,https://www.nippn.co.jp,ok
2002.T,Nisshin Seifun Group Inc.,Prime,Consumer Defensive,Packaged Foods,non_financial,non_financial,,日清製粉グループ本社,Prime,,Nisshin Seifun Group Inc.,JPX,Consumer Defensive,Packaged Foods,EQUITY,JPY,Japan,https://www.nisshin.com,ok
2004.T,"Showa Sangyo Co., Ltd.",Prime,Consumer Defensive,Packaged Foods,non_financial,non_financial,,昭和産業,Prime,,"Showa Sangyo Co., Ltd.",JPX,Consumer Defensive,Packaged Foods,EQUITY,JPY,Japan,https://www.showa-sangyo.co.jp,ok
2053.T,"Chubu Shiryo Co., Ltd.",Prime,Consumer Defensive,Packaged Foods,non_financial,non_financial,,中部飼料,Prime,,"Chubu Shiryo Co., Ltd.",JPX,Consumer Defensive,Packaged Foods,EQUITY,JPY,Japan,https://www.chubushiryo.co.jp,ok
2060.T,"Feed One Co.,Ltd.",Prime,Consumer Defensive,Packaged Foods,non_financial,non_financial,,フィード・ワン,Prime,,"Feed One Co.,Ltd.",JPX,Consumer Defensive,Packaged Foods,EQUITY,JPY,Japan,https://www.feed-one.co.jp,ok
2108.T,"Nippon Beet Sugar Manufacturing Co.,Ltd.",Prime,Consumer Defensive,Confectioners,non_financial,non_financial,,日本甜菜製糖,Prime,,"Nippon Beet Sugar Manufacturing Co.,Ltd.",JPX,Consumer Defensive,Confectioners,EQUITY,JPY,Japan,https://www.nitten.co.jp,ok
2109.T,"Mitsui DM Sugar Co.,Ltd.",Prime,Consumer Defensive,Confectioners,non_financial,non_financial,,ＤＭ三井製糖,Prime,,"Mitsui DM Sugar Co.,Ltd.",JPX,Consumer Defensive,Confectioners,EQUITY,JPY,Japan,https://www.msdm-hd.com,ok
2117.T,"WELLNEO SUGAR Co., Ltd.",Prime,Consumer Defensive,Confectioners,non_financial,non_financial,,ウェルネオシュガー,Prime,,"WELLNEO SUGAR Co., Ltd.",JPX,Consumer Defensive,Confectioners,EQUITY,JPY,Japan,https://www.wellneo-sugar.co.jp,ok
2120.T,"LIFULL Co.,Ltd.",Prime,Communication Services,Internet Content & Information,non_financial,non_financial,,ＬＩＦＵＬＬ,Prime,,"LIFULL Co.,Ltd.",JPX,Communication Services,Internet Content & Information,EQUITY,JPY,Japan,https://www.lifull.com,ok
2121.T,"MIXI, Inc.",Prime,Communication Services,Electronic Gaming & Multimedia,non_financial,non_financial,,ＭＩＸＩ,Prime,,"MIXI, Inc.",JPX,Communication Services,Electronic Gaming & Multimedia,EQUITY,JPY,Japan,https://mixi.co.jp,ok
2124.T,"JAC Recruitment Co., Ltd.",Prime,Industrials,Staffing & Employment Services,non_financial,non_financial,,ジェイエイシーリクルートメント,Prime,,"JAC Recruitment Co., Ltd.",JPX,Industrials,Staffing & Employment Services,EQUITY,JPY,Japan,https://corp.jac-recruitment.jp,ok
2127.T,Nihon M&A Center Holdings Inc.,Prime,Financial Services,Capital Markets,other_financial,other_financial,,日本Ｍ＆Ａセンターホールディングス,Prime,,Nihon M&A Center Holdings Inc.,JPX,Financial Services,Capital Markets,EQUITY,JPY,Japan,https://www.nihon-ma.co.jp,ok
2130.T,"Members Co., Ltd.",Prime,Communication Services,Advertising Agencies,non_financial,non_financial,,メンバーズ,Prime,,"Members Co., Ltd.",JPX,Communication Services,Advertising Agencies,EQUITY,JPY,Japan,https://www.members.co.jp,ok
2146.T,"UT Group Co.,Ltd.",Prime,Industrials,Staffing & Employment Services,non_financial,non_financial,,ＵＴグループ,Prime,,"UT Group Co.,Ltd.",JPX,Industrials,Staffing & Employment Services,EQUITY,JPY,Japan,https://www.ut-g.co.jp,ok
2148.T,ITmedia Inc.,Prime,Communication Services,Advertising Agencies,non_financial,non_financial,,アイティメディア,Prime,,ITmedia Inc.,JPX,Communication Services,Advertising Agencies,EQUITY,JPY,Japan,https://corp.itmedia.co.jp,ok
2153.T,E J Holdings Inc.,Prime,Industrials,Engineering & Construction,non_financial,non_financial,,Ｅ・Ｊホールディングス,Prime,,E J Holdings Inc.,JPX,Industrials,Engineering & Construction,EQUITY,JPY,Japan,https://www.ej-hds.co.jp,ok
2154.T,Open Up Group Inc.,Prime,Industrials,Staffing & Employment Services,non_financial,non_financial,,オープンアップグループ,Prime,,Open Up Group Inc.,JPX,Industrials,Staffing & Employment Services,EQUITY,JPY,Japan,https://www.openupgroup.co.jp,ok
2157.T,"Koshidaka Holdings Co., Ltd.",Prime,Consumer Cyclical,Leisure,non_financial,non_financial,,コシダカホールディングス,Prime,,"Koshidaka Holdings Co., Ltd.",JPX,Consumer Cyclical,Leisure,EQUITY,JPY,Japan,https://www.koshidakaholdings.co.jp,ok
2163.T,"Artner Co., Ltd.",Prime,Industrials,Staffing & Employment Services,non_financial,non_financial,,アルトナー,Prime,,"Artner Co., Ltd.",JPX,Industrials,Staffing & Employment Services,EQUITY,JPY,Japan,https://www.artner.co.jp,ok
2168.T,Pasona Group Inc.,Prime,Industrials,Staffing & Employment Services,non_financial,non_financial,,パソナグループ,Prime,,Pasona Group Inc.,JPX,Industrials,Staffing & Employment Services,EQUITY,JPY,Japan,https://www.pasonagroup.co.jp,ok
2170.T,Link and Motivation Inc.,Prime,Industrials,Consulting Services,non_financial,non_financial,,リンクアンドモチベーション,Prime,,Link and Motivation Inc.,JPX,Industrials,Consulting Services,EQUITY,JPY,Japan,https://www.lmi.ne.jp,ok
2175.T,"SMS Co., Ltd.",Prime,Healthcare,Health Information Services,non_financial,non_financial,,エス・エム・エス,Prime,,"SMS Co., Ltd.",JPX,Healthcare,Health Information Services,EQUITY,JPY,Japan,https://www.bm-sms.co.jp,ok
2181.T,"Persol Holdings Co.,Ltd.",Prime,Industrials,Staffing & Employment Services,non_financial,non_financial,,パーソルホールディングス,Prime,,"Persol Holdings Co.,Ltd.",JPX,Industrials,Staffing & Employment Services,EQUITY,JPY,Japan,https://www.persol-group.co.jp,ok
2198.T,IKK Holdings Inc.,Prime,Consumer Cyclical,Personal Services,non_financial,non_financial,,アイ・ケイ・ケイホールディングス,Prime,,IKK Holdings Inc.,JPX,Consumer Cyclical,Personal Services,EQUITY,JPY,Japan,https://www.ikk-grp.jp,ok
2201.T,"Morinaga&Co., Ltd.",Prime,Consumer Defensive,Confectioners,non_financial,non_financial,,森永製菓,Prime,,"Morinaga&Co., Ltd.",JPX,Consumer Defensive,Confectioners,EQUITY,JPY,Japan,https://www.morinaga.co.jp,ok
2206.T,"Ezaki Glico Co., Ltd.",Prime,Consumer Defensive,Packaged Foods,non_financial,non_financial,,江崎グリコ,Prime,,"Ezaki Glico Co., Ltd.",JPX,Consumer Defensive,Packaged Foods,EQUITY,JPY,Japan,https://www.glico.com/global/,ok
2207.T,"Meito Co., Ltd.",Prime,Consumer Defensive,Confectioners,non_financial,non_financial,,ｍｅｉｔｏ,Prime,,"Meito Co., Ltd.",JPX,Consumer Defensive,Confectioners,EQUITY,JPY,Japan,https://www.meito-abc.co.jp,ok
2209.T,"Imuraya Group Co., Ltd.",Prime,Consumer Defensive,Confectioners,non_financial,non_financial,,井村屋グループ,Prime,,"Imuraya Group Co., Ltd.",JPX,Consumer Defensive,Confectioners,EQUITY,JPY,Japan,https://www.imuraya-group.com,ok
